gene_name,gene_id
ROBO4,ENSG00000154133
ROCK1,ENSG00000067900
ROCK1P1,ENSG00000263006
ROCK2,ENSG00000134318
ROGDI,ENSG00000067836
ROM1,ENSG00000149489
ROMO1,ENSG00000125995
ROPN1,ENSG00000065371
ROPN1B,ENSG00000114547
ROPN1L,ENSG00000145491
ROPN1L_AS1,ENSG00000250600
ROR1,ENSG00000185483
ROR2,ENSG00000169071
RORA,ENSG00000069667
RORB,ENSG00000198963
RORC,ENSG00000143365
ROS1,ENSG00000047936
RP1,ENSG00000104237
RP1_100J12.1,ENSG00000273254
RP1_101G11.2,ENSG00000235485
RP1_101K10.4,ENSG00000220745
RP1_101K10.6,ENSG00000227627
RP1_102D24.5,ENSG00000232363
RP1_102E24.1,ENSG00000213942
RP1_102E24.6,ENSG00000256913
RP1_102E24.8,ENSG00000256433
RP1_102E24.9,ENSG00000224906
RP1_102G20.2,ENSG00000237249
RP1_102G20.4,ENSG00000235869
RP1_102G20.5,ENSG00000229531
RP1_102H19.8,ENSG00000226524
RP1_102K2.6,ENSG00000232530
RP1_102K2.8,ENSG00000268812
RP1_104O17.1,ENSG00000224849
RP1_104O17.2,ENSG00000242486
RP1_104O17.3,ENSG00000226207
RP1_105O18.1,ENSG00000232299
RP1_106C24.1,ENSG00000235975
RP1_107N3.1,ENSG00000235274
RP1_107N3.2,ENSG00000224548
RP1_10C16.1,ENSG00000235736
RP11_1000B6.2,ENSG00000241818
RP11_1000B6.3,ENSG00000261064
RP11_1000B6.5,ENSG00000244952
RP11_1002K11.1,ENSG00000272327
RP11_1003J3.1,ENSG00000271101
RP11_1006G14.1,ENSG00000260672
RP11_1006G14.2,ENSG00000259783
RP11_1006G14.3,ENSG00000259909
RP11_1006G14.4,ENSG00000260534
RP11_1007G5.2,ENSG00000254588
RP11_1007I13.2,ENSG00000228965
RP11_1007I13.4,ENSG00000266560
RP11_1007J8.1,ENSG00000254131
RP11_1007O24.2,ENSG00000261187
RP11_1007O24.3,ENSG00000261423
RP11_1007O24.4,ENSG00000271072
RP11_1008C21.1,ENSG00000259225
RP11_1008C21.2,ENSG00000236914
RP11_1008M1.1,ENSG00000240568
RP11_100E13.1,ENSG00000233384
RP11_100E13.3,ENSG00000234247
RP11_100F15.1,ENSG00000257603
RP11_100F15.2,ENSG00000257997
RP11_100G15.10,ENSG00000236717
RP11_100G15.2,ENSG00000232179
RP11_100G15.3,ENSG00000228069
RP11_100G15.4,ENSG00000238288
RP11_100G15.5,ENSG00000240791
RP11_100G15.7,ENSG00000234537
RP11_100J16.4,ENSG00000229707
RP11_100J16.5,ENSG00000243935
RP11_100K18.1,ENSG00000266213
RP11_100L22.1,ENSG00000253177
RP11_100L22.2,ENSG00000248858
RP11_100L22.3,ENSG00000253577
RP11_100L22.4,ENSG00000254020
RP11_100M12.1,ENSG00000258970
RP11_100M12.2,ENSG00000259152
RP11_100M12.3,ENSG00000259168
RP11_100N20.1,ENSG00000251059
RP11_100N21.1,ENSG00000242262
RP11_100N3.2,ENSG00000254953
RP11_1012A1.10,ENSG00000271697
RP11_1012A1.4,ENSG00000258466
RP11_1012A1.7,ENSG00000258759
RP11_1012E15.1,ENSG00000259868
RP11_1016B18.1,ENSG00000257501
RP11_1017G21.3,ENSG00000259013
RP11_1017G21.4,ENSG00000258959
RP11_1017G21.5,ENSG00000271780
RP11_1017G21.6,ENSG00000272444
RP11_1018J11.1,ENSG00000256211
RP11_1018N14.1,ENSG00000249383
RP11_1018N14.2,ENSG00000225860
RP11_1018N14.3,ENSG00000249982
RP11_1018N14.4,ENSG00000249658
RP11_1018N14.5,ENSG00000267452
RP11_101B14.1,ENSG00000250480
RP11_101B14.4,ENSG00000248652
RP11_101C11.1,ENSG00000231090
RP11_101E13.5,ENSG00000272579
RP11_101E14.2,ENSG00000237767
RP11_101E14.3,ENSG00000233415
RP11_101E19.4,ENSG00000254118
RP11_101E19.7,ENSG00000253803
RP11_101E19.8,ENSG00000228984
RP11_101E3.5,ENSG00000251184
RP11_101E5.1,ENSG00000203372
RP11_101E5.2,ENSG00000235496
RP11_101E7.2,ENSG00000260277
RP11_101K23.1,ENSG00000239397
RP11_101O21.1,ENSG00000266357
RP11_101O6.2,ENSG00000234937
RP11_101P17.11,ENSG00000229137
RP11_101P17.14,ENSG00000271250
RP11_1020A11.1,ENSG00000269894
RP11_1020A11.2,ENSG00000269982
RP11_1020M18.10,ENSG00000257500
RP11_1021N1.1,ENSG00000261130
RP11_1022B3.1,ENSG00000258117
RP11_1023L17.1,ENSG00000215158
RP11_1023L17.2,ENSG00000215156
RP11_1023P17.2,ENSG00000253924
RP11_1024P17.1,ENSG00000261468
RP11_1026M7.2,ENSG00000249109
RP11_1026M7.3,ENSG00000248943
RP11_1028N23.2,ENSG00000258280
RP11_1028N23.3,ENSG00000258108
RP11_1028N23.4,ENSG00000257407
RP11_1029F8.1,ENSG00000255780
RP11_1029J19.2,ENSG00000259166
RP11_1029J19.4,ENSG00000258919
RP11_1029J19.5,ENSG00000258404
RP11_1029M24.1,ENSG00000236768
RP11_1029M24.4,ENSG00000270285
RP11_102C16.3,ENSG00000227907
RP11_102D18.1,ENSG00000261144
RP11_102F4.2,ENSG00000254557
RP11_102J14.1,ENSG00000230437
RP11_102L12.2,ENSG00000259326
RP11_102M11.1,ENSG00000240695
RP11_102M11.2,ENSG00000261758
RP11_102N11.1,ENSG00000229923
RP11_102N12.2,ENSG00000248335
RP11_102N12.3,ENSG00000273472
RP11_1030E3.1,ENSG00000267695
RP11_1033A18.1,ENSG00000224411
RP11_1033H12.1,ENSG00000258694
RP11_1033H12.3,ENSG00000258440
RP11_1035H13.2,ENSG00000260017
RP11_1035H13.3,ENSG00000260342
RP11_1036E20.10,ENSG00000225802
RP11_1036E20.7,ENSG00000254704
RP11_1036E20.9,ENSG00000214797
RP11_1036F1.1,ENSG00000225662
RP11_1037D22.1,ENSG00000271235
RP11_1038A11.1,ENSG00000255983
RP11_1038A11.2,ENSG00000256218
RP11_1038A11.3,ENSG00000256417
RP11_103B5.2,ENSG00000258285
RP11_103C16.2,ENSG00000227945
RP11_103C3.1,ENSG00000232436
RP11_103C3.2,ENSG00000227585
RP11_103G8.1,ENSG00000244668
RP11_103G8.2,ENSG00000240137
RP11_103H7.1,ENSG00000253427
RP11_103H7.2,ENSG00000253220
RP11_103H7.3,ENSG00000253530
RP11_103H7.5,ENSG00000254010
RP11_103J17.1,ENSG00000247810
RP11_103J17.2,ENSG00000261761
RP11_103J8.1,ENSG00000270792
RP11_103J8.2,ENSG00000270777
RP11_1041F24.1,ENSG00000258125
RP11_1042B17.1,ENSG00000244756
RP11_1042B17.2,ENSG00000241354
RP11_1042B17.3,ENSG00000258670
RP11_1042B17.4,ENSG00000258764
RP11_1042B17.5,ENSG00000258952
RP11_1046B16.1,ENSG00000244237
RP11_1049A21.2,ENSG00000257824
RP11_1049H7.2,ENSG00000253805
RP11_104C4.2,ENSG00000261153
RP11_104C4.4,ENSG00000260308
RP11_104D21.1,ENSG00000227493
RP11_104D21.2,ENSG00000230926
RP11_104D21.3,ENSG00000230317
RP11_104D3.1,ENSG00000228190
RP11_104D3.2,ENSG00000236468
RP11_104E19.1,ENSG00000258657
RP11_104G3.2,ENSG00000229273
RP11_104G3.5,ENSG00000226108
RP11_104H15.10,ENSG00000272884
RP11_104H15.7,ENSG00000262880
RP11_104H15.8,ENSG00000263301
RP11_104H15.9,ENSG00000262624
RP11_104J23.1,ENSG00000267566
RP11_104J23.2,ENSG00000267431
RP11_104L21.2,ENSG00000233411
RP11_104L21.3,ENSG00000273160
RP11_104N10.1,ENSG00000261118
RP11_104O19.2,ENSG00000261868
RP11_1053O12.1,ENSG00000258536
RP11_1055B8.2,ENSG00000263154
RP11_1055B8.3,ENSG00000262223
RP11_1055B8.4,ENSG00000262877
RP11_1055B8.6,ENSG00000263053
RP11_1055B8.7,ENSG00000171282
RP11_1055B8.8,ENSG00000263271
RP11_1057B6.1,ENSG00000273165
RP11_1057B8.1,ENSG00000244413
RP11_1057B8.2,ENSG00000251218
RP11_1057N3.2,ENSG00000253225
RP11_1058G23.1,ENSG00000267471
RP11_1058N17.1,ENSG00000266905
RP11_1059L18.1,ENSG00000253271
RP11_105C19.1,ENSG00000260905
RP11_105C19.2,ENSG00000260973
RP11_105C20.2,ENSG00000260240
RP11_105C20.3,ENSG00000270222
RP11_105N13.4,ENSG00000263715
RP11_105N14.1,ENSG00000270659
RP11_105N14.2,ENSG00000272519
RP11_105N14.3,ENSG00000236193
RP11_1060G2.1,ENSG00000257283
RP11_1060G2.2,ENSG00000271382
RP11_1060J15.3,ENSG00000256557
RP11_1060J15.4,ENSG00000256377
RP11_1060J15.5,ENSG00000230519
RP11_1060J15.7,ENSG00000256504
RP11_1069G10.1,ENSG00000259370
RP11_1069G10.2,ENSG00000259727
RP11_106A1.2,ENSG00000206147
RP11_106A1.3,ENSG00000229057
RP11_106E15.1,ENSG00000263637
RP11_106E7.1,ENSG00000219409
RP11_106J23.1,ENSG00000241183
RP11_106M3.1,ENSG00000243007
RP11_106M3.2,ENSG00000260729
RP11_106M3.3,ENSG00000261460
RP11_106M7.1,ENSG00000228484
RP11_106M7.4,ENSG00000226428
RP11_1070A24.1,ENSG00000244159
RP11_1070A24.2,ENSG00000272457
RP11_1070N10.3,ENSG00000258572
RP11_1070N10.4,ENSG00000258390
RP11_1070N10.5,ENSG00000258927
RP11_1070N10.6,ENSG00000259084
RP11_1070N10.7,ENSG00000270038
RP11_1072C15.1,ENSG00000240305
RP11_1072C15.2,ENSG00000266979
RP11_1072C15.3,ENSG00000267384
RP11_1072C15.4,ENSG00000267160
RP11_1072C15.7,ENSG00000271222
RP11_1072N2.2,ENSG00000250253
RP11_1072N2.3,ENSG00000249792
RP11_1072N2.4,ENSG00000248170
RP11_1074O12.1,ENSG00000259100
RP11_1078H9.1,ENSG00000258678
RP11_1078H9.2,ENSG00000258935
RP11_1078H9.5,ENSG00000259163
RP11_1078H9.6,ENSG00000259789
RP11_1079H9.1,ENSG00000258912
RP11_1079J22.1,ENSG00000258073
RP11_1079K10.1,ENSG00000186244
RP11_1079K10.2,ENSG00000250948
RP11_1079K10.3,ENSG00000248714
RP11_1079K10.4,ENSG00000250186
RP11_1079K10.5,ENSG00000249497
RP11_107C10.1,ENSG00000260795
RP11_107C16.2,ENSG00000272135
RP11_107D24.2,ENSG00000261598
RP11_107E21.1,ENSG00000250458
RP11_107F6.3,ENSG00000260814
RP11_107F6.4,ENSG00000270702
RP11_107G24.3,ENSG00000228982
RP11_107I14.2,ENSG00000225208
RP11_107I14.4,ENSG00000229649
RP11_107I14.5,ENSG00000230967
RP11_107K17.1,ENSG00000263862
RP11_107K17.2,ENSG00000264911
RP11_107M16.2,ENSG00000236427
RP11_107N15.1,ENSG00000273209
RP11_107N7.1,ENSG00000253572
RP11_107P7.1,ENSG00000255452
RP11_107P7.2,ENSG00000255338
RP11_107P7.4,ENSG00000254567
RP11_107P7.5,ENSG00000254993
RP11_107P7.6,ENSG00000254412
RP11_1080G15.1,ENSG00000253557
RP11_1080G15.2,ENSG00000254242
RP11_1081K18.1,ENSG00000253697
RP11_1081L13.3,ENSG00000255511
RP11_1081L13.4,ENSG00000254966
RP11_1081M5.1,ENSG00000253369
RP11_1081M5.2,ENSG00000260484
RP11_1082A3.1,ENSG00000258795
RP11_1082L8.1,ENSG00000250428
RP11_1082L8.2,ENSG00000255313
RP11_1082L8.3,ENSG00000255080
RP11_1082L8.4,ENSG00000255491
RP11_1084A12.1,ENSG00000243094
RP11_1084A12.2,ENSG00000259468
RP11_1084E5.1,ENSG00000253796
RP11_1084I9.1,ENSG00000206187
RP11_1084I9.2,ENSG00000258931
RP11_1084J3.1,ENSG00000250914
RP11_1084J3.3,ENSG00000250767
RP11_1084J3.4,ENSG00000273294
RP11_1085N6.1,ENSG00000242995
RP11_1085N6.2,ENSG00000258428
RP11_1085N6.3,ENSG00000259133
RP11_1085N6.4,ENSG00000258703
RP11_1085N6.5,ENSG00000258776
RP11_1085N6.6,ENSG00000270163
RP11_108B14.1,ENSG00000236777
RP11_108B14.4,ENSG00000227462
RP11_108B14.5,ENSG00000260205
RP11_108E14.1,ENSG00000253300
RP11_108F13.2,ENSG00000213028
RP11_108K14.4,ENSG00000214279
RP11_108K14.8,ENSG00000254536
RP11_108K3.1,ENSG00000259240
RP11_108K3.2,ENSG00000259306
RP11_108K3.3,ENSG00000259701
RP11_108K3.4,ENSG00000259194
RP11_108K3.5,ENSG00000270378
RP11_108L7.14,ENSG00000273476
RP11_108L7.15,ENSG00000273162
RP11_108L7.4,ENSG00000236662
RP11_108M11.3,ENSG00000271385
RP11_108M12.2,ENSG00000259136
RP11_108M12.3,ENSG00000258592
RP11_108M9.1,ENSG00000223643
RP11_108M9.2,ENSG00000230239
RP11_108M9.4,ENSG00000238142
RP11_108M9.5,ENSG00000235241
RP11_108M9.6,ENSG00000272426
RP11_108N13.1,ENSG00000218476
RP11_108O10.2,ENSG00000254990
RP11_108P20.1,ENSG00000267010
RP11_108P20.2,ENSG00000267501
RP11_108P20.3,ENSG00000267705
RP11_108P20.4,ENSG00000267593
RP11_1090M7.1,ENSG00000265489
RP11_1094H24.3,ENSG00000248172
RP11_1094H24.4,ENSG00000246640
RP11_1094M14.1,ENSG00000242660
RP11_1094M14.10,ENSG00000267035
RP11_1094M14.11,ENSG00000267321
RP11_1094M14.12,ENSG00000267359
RP11_1094M14.14,ENSG00000267625
RP11_1094M14.4,ENSG00000255987
RP11_1094M14.5,ENSG00000267074
RP11_1094M14.7,ENSG00000267312
RP11_1094M14.8,ENSG00000267369
RP11_1094M14.9,ENSG00000267046
RP11_1096D5.1,ENSG00000260440
RP11_1096D5.2,ENSG00000267038
RP11_1096G20.5,ENSG00000266368
RP11_1099M24.7,ENSG00000262730
RP11_1099M24.8,ENSG00000262492
RP11_109A6.2,ENSG00000237224
RP11_109A6.3,ENSG00000227374
RP11_109D20.1,ENSG00000259418
RP11_109D20.2,ENSG00000259352
RP11_109D24.1,ENSG00000260600
RP11_109D9.4,ENSG00000261447
RP11_109E10.1,ENSG00000254823
RP11_109E10.2,ENSG00000254407
RP11_109E12.1,ENSG00000273073
RP11_109E24.1,ENSG00000251517
RP11_109E24.2,ENSG00000260519
RP11_109G10.2,ENSG00000228326
RP11_109G23.1,ENSG00000239793
RP11_109G23.3,ENSG00000260278
RP11_109I13.2,ENSG00000235020
RP11_109J4.1,ENSG00000253417
RP11_109L13.1,ENSG00000254851
RP11_109L13.5,ENSG00000254678
RP11_109M17.1,ENSG00000234146
RP11_109M17.2,ENSG00000270372
RP11_109M19.1,ENSG00000263279
RP11_109M19.2,ENSG00000262322
RP11_109M19.3,ENSG00000261904
RP11_109M19.4,ENSG00000263241
RP11_109M19.5,ENSG00000262107
RP11_109N23.1,ENSG00000239544
RP11_109N23.4,ENSG00000258813
RP11_109N23.5,ENSG00000258448
RP11_109N23.6,ENSG00000259015
RP11_109P11.1,ENSG00000260183
RP11_109P14.10,ENSG00000230955
RP11_109P14.2,ENSG00000227416
RP11_109P14.8,ENSG00000235673
RP11_109P14.9,ENSG00000233728
RP11_109P6.2,ENSG00000253484
RP11_10A14.3,ENSG00000254340
RP11_10A14.4,ENSG00000253426
RP11_10A14.5,ENSG00000248538
RP11_10A14.6,ENSG00000253252
RP11_10A14.7,ENSG00000253887
RP11_10A14.8,ENSG00000254091
RP11_10A2.1,ENSG00000258639
RP11_10A7.1,ENSG00000254890
RP11_10B2.1,ENSG00000230916
RP11_10C24.1,ENSG00000271020
RP11_10C24.2,ENSG00000271324
RP11_10C24.3,ENSG00000271643
RP11_10C8.2,ENSG00000253932
RP11_10D7.2,ENSG00000253684
RP11_10D7.5,ENSG00000253995
RP11_10E6.1,ENSG00000271368
RP11_10F11.2,ENSG00000228303
RP11_10G12.1,ENSG00000244538
RP11_10G12.2,ENSG00000251516
RP11_10G15.4,ENSG00000242103
RP11_10H3.1,ENSG00000253474
RP11_10I6.2,ENSG00000267713
RP11_10J18.3,ENSG00000231149
RP11_10J21.3,ENSG00000254019
RP11_10J21.4,ENSG00000253307
RP11_10J21.5,ENSG00000254197
RP11_10J21.6,ENSG00000254291
RP11_10J5.1,ENSG00000226004
RP11_10K16.1,ENSG00000245213
RP11_10K17.3,ENSG00000260882
RP11_10K17.6,ENSG00000267070
RP11_10L12.1,ENSG00000224207
RP11_10L12.2,ENSG00000251288
RP11_10L12.4,ENSG00000246560
RP11_10L7.1,ENSG00000246375
RP11_10N16.2,ENSG00000230023
RP11_10N16.3,ENSG00000232298
RP11_10N23.2,ENSG00000253854
RP11_10N23.4,ENSG00000253722
RP11_10N23.5,ENSG00000253848
RP11_10O17.1,ENSG00000260103
RP11_10O17.3,ENSG00000261775
RP11_10O22.1,ENSG00000241168
RP11_1100L3.4,ENSG00000258021
RP11_1100L3.7,ENSG00000257663
RP11_1100L3.8,ENSG00000259884
RP11_1101H11.1,ENSG00000249849
RP11_1101K5.1,ENSG00000253434
RP11_1101K5.2,ENSG00000255033
RP11_1102P16.1,ENSG00000253379
RP11_1103G16.1,ENSG00000257636
RP11_1105G2.3,ENSG00000258365
RP11_1105G2.4,ENSG00000258172
RP11_1105O14.1,ENSG00000253270
RP11_1109F11.3,ENSG00000271327
RP11_1109F11.5,ENSG00000271259
RP11_1109M24.11,ENSG00000266172
RP11_1109M24.12,ENSG00000264562
RP11_1109M24.13,ENSG00000265567
RP11_1109M24.14,ENSG00000264811
RP11_1109M24.15,ENSG00000266691
RP11_1109M24.16,ENSG00000263609
RP11_1109M24.5,ENSG00000264956
RP11_1109M24.7,ENSG00000266746
RP11_1109M24.8,ENSG00000266836
RP11_1109M24.9,ENSG00000264939
RP11_110A12.2,ENSG00000258763
RP11_110F24.1,ENSG00000270976
RP11_110G21.1,ENSG00000228801
RP11_110G21.2,ENSG00000253475
RP11_110H1.1,ENSG00000264971
RP11_110H1.4,ENSG00000263916
RP11_110H1.8,ENSG00000264464
RP11_110H1.9,ENSG00000263895
RP11_110I1.11,ENSG00000254428
RP11_110I1.12,ENSG00000255121
RP11_110I1.13,ENSG00000272186
RP11_110I1.14,ENSG00000271751
RP11_110I1.5,ENSG00000254909
RP11_110I1.6,ENSG00000255114
RP11_110J1.2,ENSG00000237842
RP11_110L15.1,ENSG00000257781
RP11_110L15.2,ENSG00000257683
RP11_1110J8.1,ENSG00000242986
RP11_1112C15.1,ENSG00000205293
RP11_1112C15.2,ENSG00000253523
RP11_1112G13.3,ENSG00000270993
RP11_1112J20.1,ENSG00000258995
RP11_1112J20.2,ENSG00000259093
RP11_1113C11.2,ENSG00000253160
RP11_1113L8.1,ENSG00000262769
RP11_1113L8.2,ENSG00000263107
RP11_1113L8.6,ENSG00000266179
RP11_1113L8.7,ENSG00000271900
RP11_1113N2.4,ENSG00000271045
RP11_1114A5.4,ENSG00000232611
RP11_1114A5.5,ENSG00000225400
RP11_1114A5.6,ENSG00000271339
RP11_1114I9.1,ENSG00000253659
RP11_1118M6.2,ENSG00000254796
RP11_111A21.1,ENSG00000258526
RP11_111A22.1,ENSG00000259536
RP11_111A24.1,ENSG00000254725
RP11_111A24.2,ENSG00000271028
RP11_111D3.2,ENSG00000236920
RP11_111E14.1,ENSG00000259351
RP11_111E2.1,ENSG00000228248
RP11_111F16.2,ENSG00000229939
RP11_111F5.1,ENSG00000236450
RP11_111F5.2,ENSG00000231995
RP11_111F5.3,ENSG00000231212
RP11_111F5.4,ENSG00000204802
RP11_111F5.5,ENSG00000227449
RP11_111F5.6,ENSG00000226429
RP11_111F5.8,ENSG00000233651
RP11_111G23.1,ENSG00000185020
RP11_111H3.3,ENSG00000266312
RP11_111I12.1,ENSG00000233399
RP11_111J6.2,ENSG00000260331
RP11_111K18.2,ENSG00000261019
RP11_111M22.2,ENSG00000179240
RP11_111M22.3,ENSG00000255135
RP11_111M22.4,ENSG00000272301
RP11_111M22.5,ENSG00000271757
RP11_111N20.4,ENSG00000270352
RP11_1124B17.1,ENSG00000264026
RP11_1127D7.1,ENSG00000259119
RP11_1129I3.1,ENSG00000260392
RP11_112H10.4,ENSG00000264672
RP11_112H10.6,ENSG00000266648
RP11_112J1.1,ENSG00000213598
RP11_112J1.2,ENSG00000258583
RP11_112J1.3,ENSG00000258734
RP11_112J3.15,ENSG00000228843
RP11_112J3.16,ENSG00000227388
RP11_112L18.1,ENSG00000248282
RP11_112L6.2,ENSG00000234698
RP11_112L6.3,ENSG00000237595
RP11_112L6.4,ENSG00000231742
RP11_112L7.1,ENSG00000260786
RP11_112N13.1,ENSG00000238208
RP11_112N19.1,ENSG00000243780
RP11_112N19.2,ENSG00000240238
RP11_112N23.1,ENSG00000244266
RP11_1134I14.2,ENSG00000248347
RP11_1134I14.4,ENSG00000254348
RP11_1134I14.6,ENSG00000253817
RP11_1134I14.8,ENSG00000255366
RP11_1136G11.6,ENSG00000257790
RP11_1136G11.8,ENSG00000257808
RP11_1136G4.1,ENSG00000261171
RP11_1136J12.1,ENSG00000267628
RP11_1137G4.3,ENSG00000268845
RP11_1137G4.4,ENSG00000269761
RP11_113A11.1,ENSG00000241723
RP11_113C12.2,ENSG00000243830
RP11_113C12.4,ENSG00000256552
RP11_113C12.8,ENSG00000256136
RP11_113D6.10,ENSG00000189332
RP11_113D6.3,ENSG00000254857
RP11_113D6.6,ENSG00000255470
RP11_113D6.9,ENSG00000254546
RP11_113E21.1,ENSG00000230962
RP11_113I22.1,ENSG00000251443
RP11_113I24.1,ENSG00000230987
RP11_113K21.1,ENSG00000254522
RP11_113K21.2,ENSG00000254965
RP11_113K21.3,ENSG00000255010
RP11_113K21.4,ENSG00000255503
RP11_113O24.3,ENSG00000223716
RP11_1140I5.1,ENSG00000259055
RP11_1141N12.1,ENSG00000258496
RP11_1143G9.2,ENSG00000257818
RP11_1143G9.4,ENSG00000257764
RP11_1144P22.1,ENSG00000254277
RP11_1145L24.1,ENSG00000253784
RP11_1148L6.5,ENSG00000228343
RP11_1148O4.1,ENSG00000266876
RP11_1148O4.2,ENSG00000265394
RP11_1149M10.1,ENSG00000254177
RP11_1149M10.2,ENSG00000253214
RP11_1149M3.2,ENSG00000253176
RP11_1149O23.1,ENSG00000243265
RP11_1149O23.2,ENSG00000253930
RP11_1149O23.3,ENSG00000246582
RP11_1149O23.4,ENSG00000250714
RP11_114B7.6,ENSG00000224409
RP11_114F10.2,ENSG00000257890
RP11_114F10.3,ENSG00000257438
RP11_114F3.2,ENSG00000256293
RP11_114F3.5,ENSG00000255566
RP11_114G11.2,ENSG00000235368
RP11_114G22.1,ENSG00000256995
RP11_114H20.1,ENSG00000182776
RP11_114H21.2,ENSG00000249803
RP11_114H23.1,ENSG00000258077
RP11_114H23.2,ENSG00000258088
RP11_114H23.3,ENSG00000258245
RP11_114H24.2,ENSG00000260776
RP11_114H24.3,ENSG00000261403
RP11_114H24.4,ENSG00000214646
RP11_114H24.6,ENSG00000259792
RP11_114H24.7,ENSG00000261244
RP11_114H7.1,ENSG00000244192
RP11_114H7.2,ENSG00000250405
RP11_114H7.3,ENSG00000248955
RP11_114I8.4,ENSG00000273488
RP11_114J13.1,ENSG00000248752
RP11_114L10.2,ENSG00000224970
RP11_114M1.1,ENSG00000228561
RP11_114M1.2,ENSG00000236385
RP11_114M5.1,ENSG00000250031
RP11_114M5.3,ENSG00000254103
RP11_114N19.2,ENSG00000258915
RP11_114N19.3,ENSG00000258999
RP11_114N19.5,ENSG00000271656
RP11_114O13.1,ENSG00000243855
RP11_114O18.1,ENSG00000273406
RP11_114O8.1,ENSG00000253489
RP11_1151B14.2,ENSG00000267675
RP11_1151B14.3,ENSG00000267391
RP11_1151B14.4,ENSG00000267257
RP11_1152B5.1,ENSG00000249495
RP11_1152H14.1,ENSG00000271320
RP11_1152H15.1,ENSG00000258807
RP11_1157N2__B.2,ENSG00000265737
RP11_115A14.1,ENSG00000248200
RP11_115A15.1,ENSG00000224326
RP11_115A15.2,ENSG00000234108
RP11_115A15.4,ENSG00000227062
RP11_115C10.1,ENSG00000254607
RP11_115C21.2,ENSG00000246089
RP11_115C21.4,ENSG00000253550
RP11_115D19.1,ENSG00000251095
RP11_115D7.3,ENSG00000226745
RP11_115E19.1,ENSG00000254599
RP11_115F18.1,ENSG00000258167
RP11_115H15.2,ENSG00000258337
RP11_115H18.1,ENSG00000273125
RP11_115I9.1,ENSG00000253681
RP11_115J16.1,ENSG00000254235
RP11_115J16.2,ENSG00000254237
RP11_115J16.3,ENSG00000253735
RP11_115J23.1,ENSG00000249867
RP11_115K3.1,ENSG00000259549
RP11_115L11.1,ENSG00000214846
RP11_115M14.1,ENSG00000226324
RP11_115N12.1,ENSG00000267088
RP11_115N4.1,ENSG00000243144
RP11_115P21.1,ENSG00000267585
RP11_1166P10.1,ENSG00000260628
RP11_1166P10.6,ENSG00000261727
RP11_1166P10.7,ENSG00000260584
RP11_1167A19.2,ENSG00000255038
RP11_1167A19.6,ENSG00000254867
RP11_116A1.1,ENSG00000250437
RP11_116B13.1,ENSG00000270513
RP11_116B19.2,ENSG00000253383
RP11_116D17.1,ENSG00000257726
RP11_116D17.2,ENSG00000257519
RP11_116D17.3,ENSG00000271579
RP11_116D2.1,ENSG00000261012
RP11_116G8.5,ENSG00000256462
RP11_116K4.1,ENSG00000264296
RP11_116N8.1,ENSG00000258342
RP11_116N8.2,ENSG00000257614
RP11_116N8.4,ENSG00000257826
RP11_116O11.1,ENSG00000251294
RP11_116O11.2,ENSG00000249562
RP11_116O18.1,ENSG00000266968
RP11_116O18.3,ENSG00000267193
RP11_1174L13.2,ENSG00000253536
RP11_117D22.1,ENSG00000226938
RP11_117D22.2,ENSG00000230138
RP11_117L5.4,ENSG00000256064
RP11_117L6.1,ENSG00000254256
RP11_117N2.2,ENSG00000257169
RP11_117O7.2,ENSG00000232981
RP11_1180F24.1,ENSG00000259174
RP11_1186N24.5,ENSG00000270580
RP11_118A3.1,ENSG00000258331
RP11_118B13.1,ENSG00000213343
RP11_118B18.1,ENSG00000267659
RP11_118B18.2,ENSG00000267250
RP11_118B22.4,ENSG00000256427
RP11_118D22.3,ENSG00000227709
RP11_118E18.2,ENSG00000266100
RP11_118E18.4,ENSG00000263499
RP11_118F19.1,ENSG00000270124
RP11_118F2.2,ENSG00000227399
RP11_118G23.1,ENSG00000265689
RP11_118G23.2,ENSG00000264643
RP11_118H15.1,ENSG00000233022
RP11_118H4.1,ENSG00000229965
RP11_118H4.3,ENSG00000270287
RP11_118K6.2,ENSG00000234182
RP11_118K6.3,ENSG00000273001
RP11_118M9.3,ENSG00000251556
RP11_118N24.2,ENSG00000242911
RP11_1191J2.2,ENSG00000242686
RP11_1191J2.4,ENSG00000248416
RP11_1191J2.5,ENSG00000272927
RP11_1195F20.7,ENSG00000255211
RP11_1197K16.2,ENSG00000262339
RP11_1198D22.1,ENSG00000235558
RP11_1198D22.2,ENSG00000254276
RP11_1198D22.3,ENSG00000254133
RP11_119B16.2,ENSG00000229539
RP11_119D18.1,ENSG00000240895
RP11_119D9.1,ENSG00000251637
RP11_119D9.4,ENSG00000254792
RP11_119F19.2,ENSG00000226381
RP11_119F7.3,ENSG00000227583
RP11_119F7.5,ENSG00000260400
RP11_119F7.6,ENSG00000270494
RP11_119H12.1,ENSG00000241002
RP11_119H12.3,ENSG00000250500
RP11_119H12.4,ENSG00000234841
RP11_119H12.5,ENSG00000228814
RP11_119H12.6,ENSG00000251126
RP11_119J18.1,ENSG00000250378
RP11_119K6.6,ENSG00000244332
RP11_119N19.1,ENSG00000254025
RP1_111B22.3,ENSG00000271734
RP11_11C20.1,ENSG00000254225
RP1_111C20.3,ENSG00000226032
RP11_11C20.3,ENSG00000272076
RP1_111C20.4,ENSG00000271913
