gene,gene_name
170,IGHV4OR15-8
171,IGHV4-61
172,IGHV4-59
173,IGHV4-4
174,IGHV4-39
175,IGHV4-31
176,IGHV3OR16-13
177,IGHV3OR16-12
178,IGHV3OR16-10
179,IGHV3-74
180,IGHV3-73
181,IGHV3-72
182,IGHV3-7
183,IGHV3-66
184,IGHV3-53
185,IGHV3-49
186,IGHV3-48
187,IGHV3-43
188,IGHV3-38
189,IGHV3-35
190,IGHV3-33
191,IGHV3-23
192,IGHV3-21
193,IGHV3-20
194,IGHV3-16
195,IGHV3-15
196,IGHV3-13
197,IGHV3-11
198,IGHV2OR16-5
199,IGHV2-70
200,IGHV2-5
201,IGHV1OR15-9
202,IGHV1OR15-1
203,IGHV1-69-2
204,IGHV1-69
205,IGHV1-58
206,IGHV1-46
207,IGHV1-45
208,IGHV1-3
209,IGHV1-24
210,IGHV1-2
211,IGHM
212,IGHG4
213,IGHG3
214,IGHG2
215,IGHG1
216,IGHE
217,IGHV3OR15-7
218,IGHV3OR16-8
219,IGHV4-28
220,IGLC2
221,IGLC7
222,IGHV3-64
223,IGHV3OR16-9
224,IGHV1OR21-1
225,IGHV1-18
226,IGHV2-26
227,IGHV3-30
228,IGHV1-69D
229,IGHV1OR15-9
230,IGHV2OR16-5
231,IGHV3OR16-9
232,IGHV3-72
233,IGHV3-43
234,IGHV3-74
235,IGHV7-81
236,IGHV3-73
237,IGHV2-26
238,IGHV3-21
239,IGHV3-15
240,IGHV6-1
241,IGHV2-70D
242,IGHV3-66
243,IGHV4-61
244,IGHV1-58
245,IGHV5-51
246,IGHV3-35
247,IGHV4-28
248,IGHV1-24
249,IGHV3-20
250,IGHV1-18
251,IGHV3-16
252,IGHV1-3
253,IGLL5
254,IGHV3OR16-8
255,IGHV3OR16-10
256,IGHV3OR16-13
257,IGHV3OR15-7
258,IGHV1OR15-1
259,IGHV3OR16-12
260,IGHV4-4
261,IGHV3-64
262,IGHE
263,TRBC1
264,""""""
265,IGHV1-69-2
266,""""""
267,TRDC
268,TRDC
269,TRBC2
270,TRBC1
271,TARM1
272,IGLL1
273,IGLC6
274,IGLC3
275,IGLC1
276,PIK3R6
277,TLR4
278,NOD2
279,FADD
280,CD36
281,CYBA
282,HSPA1B
283,ARG1
284,RASGRP1
285,IL12A
286,CRK
287,VAMP7
288,STXBP3
289,IGLC1
290,C4BPA
291,STXBP2
292,SLPI
293,CR2
294,C6
295,C4BPB
296,KRT1
297,FCER1G
298,CLEC5A
299,PYCARD
300,C9
301,GZMB
302,GSDMD
303,C4B
304,C4A
305,HLA-DQB1
306,HLA-H
307,IGHD
308,IGHA2
309,IGHA1
310,IGHM
311,IGHG4
312,IGHG3
313,IGHG2
314,IGHG1
315,IGKC
316,IGHV3-30
317,IGHV3-23
318,MBL2
319,TUBB4B
320,SPON2
321,IGLC7
322,PRDX1
323,CD177
324,CD58
325,TUBB
326,CFP
327,IGLC6
328,IFNA2
329,FGR
330,LYN
331,HMGB1
332,LGALS9
333,HSPA1A
334,F2RL1
335,IL12B
336,CEACAM1
337,STAT5B
338,LILRB1
339,ADAM8
340,PLA2G1B
341,PTPN6
342,CEBPG
343,LGALS3
344,SLA2
345,ZBTB1
346,CHGA
347,TOLLIP
348,FES
349,PIK3CD
350,VNN1
351,WAS
352,IL12RB1
353,FRK
354,CD46
355,SYK
356,S100A7
357,PTX3
358,BST2
359,CD55
360,C5
361,LYN
362,S100A12
363,FCGR2B
364,HSP90AB1
365,CD44
366,STX4
367,STXBP1
368,ACTR2
369,IL23R
370,CYBB
371,C3
372,FER
373,AGER
374,IL23A
375,JAK3
376,CCL3
377,SLC11A1
378,IL18
379,CD40
380,GSN
381,B2M
382,PIK3CG
383,NLRP3
384,LEP
385,DDX3X
386,XCL1
387,MIF
388,ICAM1
389,CLU
390,GATA3
391,TGFB1
