gene,gene_name
390,PCDHGC4
391,PCDHA2
392,NOM1
393,RUFY3
394,NRSN1
395,PCDHGB5
396,NANOS1
397,NINJ1
398,PCDHGA9
399,ADGRG6
400,DPYSL3
401,GPR37L1
402,MFRP
403,ETV1
404,LRRC38
405,DGCR14
406,PCDHB1
407,PCDHB11
408,PCDHB12
409,PCDHB13
410,PCDHB3
411,PCDHB4
412,PCDHB5
413,PCDHB6
414,PCDHB7
415,ARHGDIA
416,GJC3
417,LRFN4
418,DPYSL4
419,FIG4
420,NYAP2
421,VIM
422,CNTN3
423,EPYC
424,GPRIN1
425,IGSF8
426,SOX3
427,STMN2
428,PCDHB8
429,PCDHGB4
430,PCDHA4
431,RNF10
432,GABRB1
433,NRN1
434,CDH16
435,IER2
436,UQCRQ
437,RHEB
438,MBD1
439,BIN1
440,ZEB2
441,ASCL1
442,NNAT
443,UNC5C
444,POU6F1
445,TAGLN3
446,GABRA4
447,KLHL17
448,KIRREL3
449,B3GNT5
450,PHLPP2
451,KIF27
452,GNB4
453,OLIG1
454,SLC6A11
455,XAB2
456,RNF103
457,POMK
458,KLHL1
459,PRDM8
460,PSPN
461,DVL1P1
462,EFNA2
463,WDR62
464,PRLH
465,ARMC4
466,SH3GL1
467,MYO16
468,AFF2
469,XK
470,TTBK1
471,MBOAT7
472,MPST
473,NHEJ1
474,POU6F2
475,HTR5A
476,TTL
477,UBA6
478,SLC5A3
479,HTR6
480,ZNF430
481,SOX8
482,H2BFS
483,EIF2B1
484,NAGLU
485,SDK1
486,ACAN
487,RCAN1
488,DAB1
489,COLQ
490,SPTBN4
491,DLX2
492,SOX1
493,RYK
494,RERE
495,POU4F1
496,NDEL1
497,CHRNB2
498,ARHGAP35
499,SOX10
500,FEZF2
501,NEFL
502,SIX3
503,ERCC2
504,GDF7
505,SLIT2
506,EPHA4
507,HES5
508,SKI
509,DISC1
510,ASIC2
511,LMX1A
512,CNTF
513,ZNF335
514,TULP3
515,NEUROD2
516,NLGN3
517,HOXA2
518,NEUROG3
519,PITX3
520,RBFOX2
521,LHX3
522,HOXC10
523,SEMA4C
524,GSX1
525,FOXN4
526,PRPF19
527,CSNK1E
528,GIGYF2
529,FZD6
530,POU3F3
531,IFT172
532,DYNC2H1
533,PAX7
534,SOCS7
535,LMO4
536,IL1RAPL1
537,RGMA
538,POU3F4
539,CAPRIN1
540,HMG20A
541,TNFRSF12A
542,NDNF
543,SPINT1
544,COBL
545,PLXND1
546,CERS2
547,CRX
548,HOXD3
549,LRIG2
550,MMD2
551,CDK5R2
552,KATNB1
553,TRIM67
554,PAQR3
555,MMD
556,AMIGO1
557,NBL1
558,BEND6
559,SYT14P1
560,SRRT
561,PACSIN1
562,OSTN
563,NCKIPSD
564,GOLGA4
565,TGIF2
566,DENND5A
567,GDI1
568,DTX1
569,SPG20
570,LTK
571,CRABP2
572,MAP1B
573,EPHA3
574,RND2
575,ANKRD27
576,SYT3
577,RASAL1
578,ZFYVE27
579,SYT17
580,PLXNB3
581,ASAP1
582,MAPK6
583,DGUOK
584,TMEM30A
585,SPEN
586,ARHGAP4
587,NRP2
588,CDKL5
589,FEZ1
590,ALKAL2
591,ULK2
592,ALKAL1
593,SCARF1
594,SCARB2
595,ENC1
596,HMG20B
597,PTPRD
598,TRPV2
599,CPNE6
600,CUL7
601,L1CAM
602,ZHX2
603,PLXNB1
604,TRIM11
605,MIB1
606,SYT2
607,CTDSP1
608,ITPKA
609,PLK5
610,CELSR1
611,NGEF
612,LAMB2
613,GAK
614,LRTM1
615,ISL1
616,LRRC4B
617,DUSP15
618,SLC45A3
619,ARHGEF15
620,NRP1
621,LRTM2
622,WNT3
623,GDNF
624,DLX1
625,NFIB
626,EGR2
627,NR4A2
628,ROBO1
629,KIF14
630,LDB1
631,DLL4
632,MYOC
633,MTPN
634,BCAN
635,GAS8
636,CLN5
637,GRIK1
638,INTU
639,FUT10
640,RAB18
641,ULK4
642,CHN1
643,NR2E1
644,SLC17A8
645,PHGDH
646,SIPA1L1
647,AKT3
648,PTBP2
649,GLI2
650,SSH3
651,DNAH5
652,ALDH5A1
653,CYP26C1
654,SECISBP2
655,GSTM3
656,HOXB8
657,OLFM1
658,NPAS1
659,STIL
660,PITPNM1
661,MAL
662,NAB1
663,TRNP1
664,FRMD7
665,ARTN
666,GNPAT
667,COX6B1
668,SHROOM2
669,CASZ1
670,ANKLE2
671,SLC39A12
672,NRGN
673,LRP2
674,SCN8A
675,COX17
676,LAMA2
677,LAMB1
678,MAP1S
679,MT2A
680,COX7B
681,EN2
682,SLC38A2
683,B4GALT2
684,DBN1
685,ATN1
686,TRPC4
687,SLC6A17
688,TAL2
689,CDKN2C
690,TRAPPC9
691,SNPH
692,ADGRA2
693,SSH2
694,AK8
695,NTF4
696,ROR1
697,NES
698,TIMP4
699,PEX13
700,NLGN4X
701,C2CD3
702,DRGX
703,TPP1
704,OXCT1
705,ACTL6B
706,VCAN
707,FOXG1
708,HDAC11
709,DNER
710,SSTR1
711,WDR36
712,CNTNAP2
713,CCKAR
714,AK4
715,CKB
716,BTBD3
717,UST
718,PDLIM5
719,HMX3
720,PAPD4
721,SHC3
722,FPGS
723,PGAP1
724,SDC2
725,MFSD2A
726,GNG12
727,HMX2
728,FANCC
729,TTC21B
730,NCAN
731,MAPKAP1
732,TYMP
733,NKX6-1
734,WNT2
735,LHX1
736,ALCAM
737,NF1
738,CLDN11
739,HPRT1
740,NEFM
741,PCDHB15
742,LGI1
743,ONECUT2
744,CX3CR1
745,EOMES
746,POMGNT2
747,PCDH8
748,KIAA2022
749,ARSB
750,SRGAP2
751,PPP2R5D
752,OXTR
753,TRPC5
754,RTN4RL1
755,GPSM1
756,GLI1
757,PTPRS
758,WHRN
759,SEMA5B
760,NCAM2
761,CDK5RAP2
762,NTN3
763,PCSK2
764,APBA2
765,CMTM8
766,PAX6
767,SBF2
768,OR10A4
769,FAM126A
770,SDCCAG8
771,STMN4
772,NRG3
773,RUNX3
774,LUZP1
775,SDK2
776,RTN4RL2
777,DLG5
778,ANKS1A
779,GLDN
780,RUNX1
781,RTN4
782,ARHGAP26
783,RPGRIP1
784,FEZF1
785,COL3A1
786,SCLT1
787,DPYSL5
788,LRFN3
789,APCDD1
790,MALL
791,NOTCH3
792,MAP6
793,TBC1D24
794,SRGAP2B
795,DGKG
796,TBR1
797,ATXN10
798,NCDN
799,SEMA6A
800,WNT8B
801,NTN1
802,VAX1
803,SSPO
804,OLFM3
805,DFNA5
806,ROBO3
807,LIG4
808,CAMSAP2
809,TRPC6
810,DUSP10
811,CCDC66
812,EPHA7
813,TMEM107
814,RIT2
815,RFX4
816,MCOLN3
817,TNR
818,HOXD9
819,BCL11B
820,GAS7
821,BSN
822,RBFOX3
823,NTM
824,SEMA7A
825,LRRN2
826,OR8A1
827,ADGRG1
828,NLGN4Y
829,OPCML
830,OMP
831,MFSD8
832,NAV1
833,KDM4A
834,LRCH4
835,LRP12
836,SRRM4
837,TRIM3
838,UTP11
839,NTNG1
840,DAGLB
841,CDON
842,ASTN1
843,SEMA3B
844,ENAH
845,IGSF9
846,ATOH1
847,LRFN1
848,C2orf71
849,IFT122
850,RAPGEF5
851,PLPPR4
852,PCDH17
853,IGSF9B
854,GP5
855,GJA10
856,MAL2
857,MATN2
858,MPZ
859,MXRA8
860,EPHB3
861,MANF
862,NTN4
863,RAPH1
864,PLLP
865,PLPPR1
866,OGDH
867,UNC119B
868,TNFRSF21
869,TNC
870,TLR2
871,WNT7A
872,PTK2
873,RAPGEF2
874,SOX11
875,TSPO
876,SUFU
877,PTN
878,SHANK3
879,SEMA5A
880,SYT4
881,TAL1
882,CSNK1D
883,APOD
884,PAFAH1B1
885,GLI3
886,SIRT2
887,DAG1
888,GATA2
889,EDNRB
890,HAND2
891,ERBB4
892,HHEX
893,RORA
894,PTEN
895,ALDH1A3
896,RAB17
897,RAX
898,WWP1
899,SHARPIN
900,XRN2
901,GART
902,PTPRF
903,NDST1
904,GLUD1
905,EXT1
906,EIF2B4
907,NDUFS3
908,SLC23A1
909,ABCB6
910,ARL6
911,LZTS1
912,GDF11
913,SUN1
914,EZH1
915,SRD5A2
916,NECTIN1
917,MYO1D
918,FAT4
919,SCT
920,RPGRIP1L
921,NDE1
922,NPAS2
923,MDK
924,STXBP3
925,THOC6
926,ATP5J
927,SARM1
928,FANCD2
929,S100B
930,SCRT1
931,GPR161
932,CMA1
933,CNP
934,SRR
935,FERD3L
936,NMUR2
937,LRRTM3
938,LRRTM1
939,BARHL1
940,ANP32B
941,PRKG1
942,LRRC4C
943,ZIC2
944,SOX14
945,KIF13B
946,EIF2B3
947,NDUFS4
948,SLC32A1
949,COL4A1
950,GNAO1
951,PQBP1
952,TBX19
953,AARS
954,SSTR2
955,PFKFB3
956,4-Sep
957,NEUROD6
958,EIF2B2
959,SLC7A11
960,WNT2B
961,SSTR3
962,KDM6B
963,ELP3
964,HMGCS1
965,ATAT1
966,PYGO2
967,RAD1
968,KDM7A
969,KCNC1
970,FOXB1
971,NAB2
972,NAPA
973,GABRA5
974,SLC1A2
975,CASP5
976,TMEM108
977,SH3GL2
978,ATIC
979,CLP1
980,PPP3CC
981,SMARCA1
982,SPHK2
983,DUOX2
984,STK36
985,CTNS
986,KCNK3
987,TFAP2D
988,STK24
989,MAOB
990,HRSP12
991,OTX1
992,SUN2
993,TRA2B
994,DMBX1
995,PLXNA1
996,NCOA6
997,RPS6KA6
998,HESX1
999,MKS1
1000,IMMP2L
1001,XRCC1
1002,NHLH2
1003,NHLH1
1004,HDAC10
1005,SCRT2
1006,NDRG2
1007,NCS1
1008,CTNND1
1009,TOP2B
1010,PBX3
1011,PAFAH1B2
1012,WLS
1013,KEL
1014,NCKAP1
1015,NKX2-6
1016,CD9
1017,HNMT
1018,SUDS3
1019,ILK
1020,MUSK
1021,PROX1
1022,RARB
1023,ACSBG1
1024,HDGFRP3
1025,GNG8
1026,FEZ2
1027,YWHAH
1028,NME1
1029,HAP1
1030,TFAP2A
1031,CABP4
1032,LYPLA2
1033,ZEB1
1034,RDH13
1035,FRYL
1036,GDA
1037,RND1
1038,FSCN2
1039,SOX2
1040,DOK1
1041,PHF10
1042,GPR98
1043,HES4
1044,ATCAY
1045,TIMP2
1046,BEX1
1047,ROM1
1048,PARD6B
1049,PDE6C
1050,TUBB3
1051,COL25A1
1052,CECR2
1053,ST8SIA4
1054,BOC
1055,BTBD2
1056,MYEF2
1057,TTLL7
1058,NIF3L1
1059,BTG2
1060,RTN4R
1061,CXCL12
1062,UNK
1063,VLDLR
1064,SIM1
1065,BAIAP2
1066,TBC1D32
1067,RBFOX1
1068,PCDH15
1069,LRP1
1070,SLC7A5
1071,ZNF358
1072,TBX1
1073,GPR157
1074,NEUROG2
1075,MCF2
1076,MARK1
1077,DOK5
1078,PCDH12
1079,ZNF521
1080,ZBTB45
1081,DLX6
1082,LIN28A
1083,SEMA3E
1084,MYT1
1085,DOK2
1086,NEURL1
1087,CNTFR
1088,SLC6A4
1089,FRY
1090,FGF13
1091,LST1
1092,LRTOMT
1093,SHROOM3
1094,SYT1
1095,ISPD
1096,GPC2
1097,ATOH7
1098,DPF1
1099,PITPNA
1100,UNC5A
1101,LRP8
1102,FZD1
1103,USH1G
1104,RFNG
1105,BHLHE22
1106,KCNQ2
1107,FAM212A
1108,SERPINE2
1109,BPNT1
1110,NTNG2
1111,NELL1
1112,WNT10A
1113,HOXD1
1114,EPOP
1115,CC2D2A
1116,CAMSAP3
1117,MBD5
1118,NRN1L
1119,FGF14
1120,LRRC70
1121,GJB1
1122,RP1L1
1123,PIGT
1124,CRB1
1125,BTBD6
1126,ST8SIA2
1127,PDLIM7
1128,MBNL1
1129,DHH
1130,FUT9
1131,GNAQ
1132,BTBD1
1133,CLCF1
1134,CXCR4
1135,PRMT5
1136,IL6ST
1137,INPP5F
1138,TBX6
1139,BCL11A
1140,ABL2
1141,ARF6
1142,SNAPIN
1143,FGF20
1144,OBSL1
1145,TCF4
1146,HLX
1147,RNF6
1148,BAG5
1149,EEF2K
1150,DYNLT1
1151,SATB2
1152,TRAF3IP1
1153,RRN3
1154,PTK7
1155,CDK5RAP1
1156,WNT9B
1157,SERPINF1
1158,PTK6
1159,CAMK1D
1160,TCF12
1161,MTMR2
1162,HOXB3
1163,GDF6
1164,FLRT1
1165,FLRT3
1166,PRKCH
1167,CAPRIN2
1168,GPRC5B
1169,SHOX2
1170,ETV5
1171,DDX6
1172,PLAG1
1173,PPP2R5B
1174,CRTC1
1175,FLRT2
1176,INSM1
1177,SPAG9
1178,DNM3
1179,FBXO31
1180,CUX1
1181,UNC13A
1182,RIMS2
1183,MACF1
1184,ZMYND8
1185,TWF2
1186,NDRG4
1187,PPP1R9A
1188,KIDINS220
1189,NRXN1
1190,RAB21
1191,DNMT3B
1192,ANAPC2
1193,XRCC2
1194,PTPRO
1195,VEGFC
1196,IL1RAP
1197,KDM4C
1198,LGALS1
1199,SYNGAP1
1200,DLX5
1201,SMARCD3
1202,ZNF536
1203,KANK1
1204,ECT2
1205,SNX3
1206,DSCAM
1207,OPA1
1208,CPNE1
1209,NLGN2
1210,INPP5J
1211,ASCL2
1212,GDF5
1213,STK25
1214,LTA
1215,MEIS1
1216,AGRN
1217,NEUROG1
1218,ADRA2B
1219,UBE2V2
1220,UFL1
1221,IDH2
1222,SHANK1
1223,NSMF
1224,CHD5
1225,GRHL3
1226,EIF4E
1227,ZFHX3
1228,GNRH1
1229,FKBP4
1230,KIF20B
1231,ID2
1232,NF2
1233,CTNNA1
1234,ATF1
1235,SS18L1
1236,ZPR1
1237,NPTN
1238,MAFB
1239,SPP1
1240,FES
1241,TCF3
1242,RGS14
1243,NR2F1
1244,SEC24B
1245,CDH2
1246,LPAR3
1247,STX1B
1248,CUX2
1249,SOCS2
1250,IMPACT
1251,BDNF
1252,MEGF8
1253,LIMK1
1254,CDC20
1255,GORASP1
1256,ATP8A2
1257,EDNRA
1258,PBX1
1259,SHTN1
1260,CAMK2B
1261,TNFRSF8
1262,MARK2
1263,IST1
1264,RIMS1
1265,ELL3
1266,CAMK1
1267,RAB29
1268,WDR1
1269,SIX1
1270,CDK5R1
1271,NTRK1
1272,RET
1273,AKT2
1274,LPAR1
1275,ITGB1
1276,C5AR1
1277,TBX20
1278,PTCH1
1279,POU4F2
1280,HES1
1281,CDK5
1282,SOD1
1283,WNT1
1284,NOG
1285,SOX4
1286,CLU
1287,FLNA
1288,ATP7A
1289,FGF8
1290,NRG1
1291,LEF1
1292,EFNA1
1293,CDK5RAP3
1294,LRP4
1295,CPEB3
1296,SEMA4D
1297,ACTR2
1298,CSF1
1299,EFNA5
1300,PRKCI
1301,CPEB1
1302,ITGA3
1303,WNT7B
1304,STAP1
1305,MAGI2
1306,APBB1
1307,PRKACB
1308,KALRN
1309,HEYL
1310,FN1
1311,TRIM32
1312,ADCY6
1313,ADNP
1314,CTSZ
1315,CSF1R
1316,PAK3
1317,NEDD4L
1318,SKIL
1319,SALL1
1320,VAMP7
1321,CNR1
1322,NGF
1323,ABCC8
1324,ADRA2C
1325,PLK2
1326,FOXA1
1327,JAG1
1328,EIF4G1
1329,RAB11A
1330,CHD7
1331,SETX
1332,RAPGEF1
1333,GFI1
1334,MED12
1335,OXT
1336,BLOC1S4
1337,OGN
1338,MAPT
1339,SLC12A5
1340,SPG11
1341,POFUT1
1342,RITA1
1343,BLOC1S3
1344,FARP1
1345,DAGLA
1346,RAP1GAP
1347,TDP2
1348,SH3KBP1
1349,ITM2B
1350,CTF1
1351,DKK1
1352,NEO1
1353,HOXC8
1354,RAB35
1355,PAK4
1356,SPG7
1357,FARP2
1358,STMN3
1359,CELSR3
1360,GRB10
1361,B3GNT2
1362,HSPA5
1363,NEK3
1364,SIGMAR1
1365,GAL3ST1
1366,RSPO2
1367,ATL1
1368,CHL1
1369,KIF2A
1370,GRXCR1
1371,IRX5
1372,ITPK1
1373,NEUROD1
1374,CNTNAP1
1375,GPM6B
1376,VSX1
1377,TMOD2
1378,GFRA4
1379,ID1
1380,ADNP2
1381,CCSAP
1382,BLOC1S1
1383,LHFPL5
1384,DIO3
1385,NEUROD4
1386,CELSR2
1387,PDZD7
1388,GSK3B
1389,KIF5C
1390,HS6ST1
1391,LHX9
1392,PRDM13
1393,TNN
1394,NRBP2
1395,TBCD
1396,CHRDL1
1397,STAR
1398,HOXA1
1399,TUNAR
1400,SMN1
1401,GAP43
1402,STRN
1403,CDH23
1404,TRAPPC4
1405,MAP4
1406,FOXO3
1407,SHANK2
1408,RGS9
1409,DCHS1
1410,GFRA1
1411,MAFK
1412,TIFAB
1413,SIM2
1414,H0Y858
1415,KDM1A
1416,ST14
1417,GSS
1418,SEMA3C
1419,MTR
1420,CPLX2
1421,UNC5B
1422,APBB2
1423,GRIN1
1424,MYLIP
1425,DYX1C1
1426,NRTN
1427,NCOA1
1428,BCHE
1429,DRD1
1430,HDAC2
1431,DPF3
1432,S100A6
1433,EZH2
1434,DOC2A
1435,MAP2K1
1436,APBA1
1437,EPB41L3
1438,CTNNB1
1439,RELN
1440,CYP46A1
1441,HHIP
1442,MMP24
1443,PSD
1444,HOXA3
1445,DOCK10
1446,THOC2
1447,B4GAT1
1448,NTRK3
1449,PCLO
1450,SLC4A7
1451,CLN8
1452,NRXN2
1453,DLL1
1454,PEX7
1455,NLGN1
1456,STRC
1457,NGFR
1458,SCN2A
1459,SPOCK2
1460,TSC1
1461,BMPR1A
1462,MTCH1
1463,CSPG5
1464,WEE1
1465,MARK4
1466,CRIM1
1467,ANOS1
1468,BLOC1S5
1469,NDP
1470,XRCC5
1471,TRPM1
1472,TRIM46
1473,MICALL1
1474,CCR4
1475,DCDC2
1476,USH2A
1477,BMP5
1478,SHH
1479,WNT3A
1480,CENPF
1481,MBD3
1482,VAX2
1483,ATP1A3
1484,EED
1485,CASP2
1486,ALK
1487,GCM1
1488,ACSL3
1489,H3F3A
1490,HPCA
1491,UBE3A
1492,ACTL6A
1493,YWHAG
1494,SLC6A3
1495,SOX12
1496,ATP5F1
1497,LOXL3
1498,RAB3GAP1
1499,SETD2
1500,ATP6V0D1
1501,PITX1
1502,BBS2
1503,ACAT1
1504,MAS1
1505,SSBP3
1506,VTN
1507,SLC17A7
1508,NIPBL
1509,EIF2B5
1510,BARHL2
1511,GSC
1512,AHI1
1513,GRHL2
1514,BBS7
1515,PREX1
1516,H2AFX
1517,CHD8
1518,ANXA3
1519,AVPR2
1520,PRRX1
1521,COL2A1
1522,ARHGAP44
1523,PADI2
1524,PDGFC
1525,PHF8
1526,EPHA5
1527,SMAD9
1528,NPFF
1529,DLC1
1530,MBP
1531,TYRO3
1532,TNIK
1533,P2RY12
1534,PAM
1535,H2AFY2
1536,ACTB
1537,KCNC2
1538,CEP290
1539,SPTBN2
1540,CDH1
1541,ZIC3
1542,EGR3
1543,YWHAQ
1544,PPT1
1545,POU1F1
1546,SYNE2
1547,BASP1
1548,SSTR4
1549,NR0B1
1550,RPS6KA3
1551,SSH1
1552,ARF4
1553,CCDC88A
1554,NDN
1555,SLC38A3
1556,DVL3
1557,GHRH
1558,ZIC1
1559,STMN1
1560,SRCIN1
1561,WRN
1562,SNAP25
1563,KCNA1
1564,ABR
1565,APAF1
1566,SRSF1
1567,SOS1
1568,HELT
1569,NTF3
1570,UCHL5
1571,QARS
1572,DDIT4
1573,CHRNA3
1574,KDM2B
1575,GPR183
1576,OTX2
1577,CLDN1
1578,PROP1
1579,KCNAB1
1580,RAP2A
1581,JARID2
1582,NME5
1583,TWSG1
1584,PLPP3
1585,GPC1
1586,ARNT2
1587,BAG3
1588,PTF1A
1589,EN1
1590,ITGA8
1591,BPTF
1592,LHX2
1593,SLC8A3
1594,FOXP2
1595,PAX5
1596,ID3
1597,ZNF148
1598,OSM
1599,ARPC5
1600,FZD2
1601,ATP2B1
1602,CTTN
1603,ALDH1A2
1604,NFASC
1605,S100A1
1606,NKX2-1
1607,SRD5A1
1608,MYH10
1609,RPL24
1610,POU4F3
1611,PTPRM
1612,NPHP3
1613,SMO
1614,BMP7
1615,ADCYAP1
1616,TP73
1617,WNT5A
1618,AKT1
1619,NOTCH1
1620,FGFR1
1621,FGFR2
1622,LRP6
1623,MYB
1624,GHRL
1625,ARF1
1626,B2M
1627,DVL1
1628,FKBP1B
1629,THY1
1630,HGF
1631,TFAP2B
1632,IQGAP1
1633,PRKD1
1634,CARM1
1635,MUL1
1636,REST
1637,AXIN1
1638,TIAM1
1639,F2
1640,NME2
1641,ENG
1642,PPP3CA
1643,ARHGEF2
1644,STK11
1645,CCR2
1646,ANKRD1
1647,DNM1L
1648,CYFIP1
1649,OPRM1
1650,TERT
1651,NCK1
1652,RAP1A
1653,NFATC4
1654,EIF2AK4
1655,SORL1
1656,BRAF
1657,LIF
1658,ERBB2
1659,CFLAR
1660,SNW1
1661,INHBA
1662,EPO
1663,BMP6
1664,URS00002C6949_9606
1665,SMURF1
1666,EIF2AK3
1667,SMARCD1
1668,RPE65
1669,MTHFD1L
1670,KIF3A
1671,EVL
1672,GCM2
1673,MT3
1674,GRB7
1675,BLOC1S2
1676,ZNF24
1677,MEF2D
1678,SALL2
1679,RARA
1680,SLIT3
1681,FKTN
1682,FGF17
1683,WNT16
1684,CHRM3
1685,SPAST
1686,JAG2
1687,STAT3
1688,BLOC1S6
1689,MYT1L
1690,FEV
1691,CLRN1
1692,CSGALNACT1
1693,MICALL2
1694,APLP1
1695,COPS2
1696,IFT27
1697,FMN1
1698,ZNF423
1699,CRB2
