gene_name,gene_id
Gm14985,ENSMUSG00000081900
Gm16223,ENSMUSG00000067285
Ppp5c,ENSMUSG00000003099
Gm15594,ENSMUSG00000084947
Adamts10,ENSMUSG00000024299
Vgll2,ENSMUSG00000049641
Esp16,ENSMUSG00000096345
1810026B05Rik,ENSMUSG00000098496
Znrd1as,ENSMUSG00000036214
Traj18,ENSMUSG00000076911
Gm28219,ENSMUSG00000101347
Trim43c,ENSMUSG00000067399
Gm8955,ENSMUSG00000098036
RP23-386C10.5,ENSMUSG00000106815
Gjd3,ENSMUSG00000047197
Gm5114,ENSMUSG00000053742
2310009A05Rik,ENSMUSG00000098332
Rian,ENSMUSG00000097451
Cyp2j13,ENSMUSG00000028571
Rhox3f,ENSMUSG00000095510
Noxo1,ENSMUSG00000019320
Msto1,ENSMUSG00000068922
3-Mar,ENSMUSG00000032656
Tsfm,ENSMUSG00000040521
4930447F24Rik,ENSMUSG00000102224
Gm29469,ENSMUSG00000101343
Nfu1,ENSMUSG00000029993
Ldhal6b,ENSMUSG00000101959
Gm15739,ENSMUSG00000080957
Traj17,ENSMUSG00000076912
Gm26761,ENSMUSG00000097668
Gm12158,ENSMUSG00000085784
Cdh26,ENSMUSG00000039155
Atxn7l1os1,ENSMUSG00000079143
Crispld2,ENSMUSG00000031825
Gm14510,ENSMUSG00000080051
Gm5157,ENSMUSG00000101436
Prss57,ENSMUSG00000020323
BC002189,ENSMUSG00000104465
Gm28943,ENSMUSG00000101019
Gm15485,ENSMUSG00000085575
Satb1,ENSMUSG00000023927
Mtcp1,ENSMUSG00000031200
Slc19a1,ENSMUSG00000001436
Olfr631,ENSMUSG00000042219
Uts2,ENSMUSG00000028963
Gm6954,ENSMUSG00000084300
Wfs1,ENSMUSG00000039474
Hdac3,ENSMUSG00000024454
Creb3l4,ENSMUSG00000027938
Trim55,ENSMUSG00000060913
Gm29418,ENSMUSG00000100345
Rasl11b,ENSMUSG00000049907
Dmtf1,ENSMUSG00000042508
RP24-358F13.1,ENSMUSG00000106996
Cenpj,ENSMUSG00000064128
Arhgef18,ENSMUSG00000004568
RP23-234G15.2,ENSMUSG00000105067
Paxbp1,ENSMUSG00000022974
Lrfn4,ENSMUSG00000045045
D130058E05Rik,ENSMUSG00000092627
Pak4,ENSMUSG00000030602
Kctd12,ENSMUSG00000098557
RP24-102B13.3,ENSMUSG00000104580
Ighv16-1,ENSMUSG00000076661
2010007H06Rik,ENSMUSG00000044694
Gm14869,ENSMUSG00000083210
RP23-465P13.1,ENSMUSG00000106960
Gm15354,ENSMUSG00000086156
1700011H14Rik,ENSMUSG00000021850
Gm4609,ENSMUSG00000078592
Mcts1,ENSMUSG00000000355
Aco2,ENSMUSG00000022477
Gm6525,ENSMUSG00000104043
Olfr74,ENSMUSG00000075142
RP23-227D7.1,ENSMUSG00000106185
Gbx2,ENSMUSG00000034486
Olfr136,ENSMUSG00000096840
Gm13550,ENSMUSG00000084250
Gm16401,ENSMUSG00000072962
AI838599,ENSMUSG00000085180
Map7d1,ENSMUSG00000028849
Gm15316,ENSMUSG00000082698
RP23-24K16.1,ENSMUSG00000106554
RP24-230J14.2,ENSMUSG00000105264
Esp36,ENSMUSG00000092322
AI606473,ENSMUSG00000093738
Gm6377,ENSMUSG00000048621
Ifi27l2a,ENSMUSG00000079017
Cldn34-ps,ENSMUSG00000087152
Gm37346,ENSMUSG00000102977
RP24-142B15.2,ENSMUSG00000104955
Gm29472,ENSMUSG00000101907
Atxn7l3b,ENSMUSG00000074748
Gm13322,ENSMUSG00000085193
Nudt7,ENSMUSG00000031767
Gm28946,ENSMUSG00000101684
Gm17192,ENSMUSG00000090448
Gm11228,ENSMUSG00000084937
Vmn1r124,ENSMUSG00000094221
Gm12328,ENSMUSG00000081552
Mzt2,ENSMUSG00000022671
Gm7613,ENSMUSG00000087239
Pqlc3,ENSMUSG00000045679
Gm37642,ENSMUSG00000103197
Cdk8,ENSMUSG00000029635
Thegl,ENSMUSG00000029248
Gm13842,ENSMUSG00000084992
Myh6,ENSMUSG00000040752
Ifi27l2b,ENSMUSG00000021208
Gm2735,ENSMUSG00000085116
Gm7700,ENSMUSG00000083721
Gm7909,ENSMUSG00000098068
Gm15058,ENSMUSG00000082773
Insl5,ENSMUSG00000066090
Aloxe3,ENSMUSG00000020892
Ighmbp2,ENSMUSG00000024831
Olfr649,ENSMUSG00000044899
Gm15169,ENSMUSG00000086188
Itgam,ENSMUSG00000030786
Gm12614,ENSMUSG00000096088
Olfr98,ENSMUSG00000063660
Gm14717,ENSMUSG00000086207
Tmem242,ENSMUSG00000004945
Gm371,ENSMUSG00000087522
St8sia4,ENSMUSG00000040710
Gm11779,ENSMUSG00000083228
Ptpn13,ENSMUSG00000034573
Gm29285,ENSMUSG00000099415
Clock,ENSMUSG00000029238
Rffl,ENSMUSG00000020696
Rnf217,ENSMUSG00000063760
Ptpro,ENSMUSG00000030223
1-Mar,ENSMUSG00000036469
Unk,ENSMUSG00000020770
Coro6,ENSMUSG00000020836
Eif2ak4,ENSMUSG00000005102
Zcchc8,ENSMUSG00000029427
Tnmd,ENSMUSG00000031250
Gm5499,ENSMUSG00000071035
Ccdc155,ENSMUSG00000038292
Serpinf1,ENSMUSG00000000753
Spaca6,ENSMUSG00000080316
Gm11782,ENSMUSG00000087099
Olfr109,ENSMUSG00000029184
Mthfr-ps1,ENSMUSG00000044058
Gm7120,ENSMUSG00000074634
Gm20429,ENSMUSG00000092591
Poln,ENSMUSG00000045102
Caskin2,ENSMUSG00000034471
RP23-93G15.1,ENSMUSG00000105538
Ighv6-2,ENSMUSG00000104129
Gm13972,ENSMUSG00000084785
Dad1,ENSMUSG00000022174
RP23-205D10.7,ENSMUSG00000107425
Rnf112,ENSMUSG00000010086
Gm14983,ENSMUSG00000081874
Gm38192,ENSMUSG00000102305
Disp1,ENSMUSG00000030768
RP24-482F14.1,ENSMUSG00000105912
Gm26917,ENSMUSG00000097971
Gm15273,ENSMUSG00000086668
Gm9294,ENSMUSG00000044609
Hspd1-ps4,ENSMUSG00000081189
Olfr754-ps1,ENSMUSG00000092340
Gm11260,ENSMUSG00000082351
Gm12731,ENSMUSG00000082958
Cldn34b3,ENSMUSG00000071738
RP23-447N11.5,ENSMUSG00000105691
Gm13557,ENSMUSG00000082989
Gm37833,ENSMUSG00000103581
Azi2,ENSMUSG00000039285
Gm16968,ENSMUSG00000076632
Gm37481,ENSMUSG00000102804
Whsc1l1,ENSMUSG00000054823
Dhx16,ENSMUSG00000024422
Gm11781,ENSMUSG00000084237
Olfr1158,ENSMUSG00000062793
RP24-187P11.5,ENSMUSG00000105948
Gm9121,ENSMUSG00000104460
Smarcal1,ENSMUSG00000039354
Tuba3a,ENSMUSG00000067702
Platr30,ENSMUSG00000097851
RP24-187P11.2,ENSMUSG00000104674
RP24-186A17.1,ENSMUSG00000107160
Htra4,ENSMUSG00000037406
Tlx1,ENSMUSG00000025215
Gm37815,ENSMUSG00000102810
Gm15952,ENSMUSG00000085655
Peli3,ENSMUSG00000024901
Gm26553,ENSMUSG00000097807
Gm14712,ENSMUSG00000081061
Gm18779,ENSMUSG00000092426
Adam6a,ENSMUSG00000043945
RP24-450N10.3,ENSMUSG00000105719
Taldo1,ENSMUSG00000025503
Rps2-ps13,ENSMUSG00000081684
B2m,ENSMUSG00000060802
Gm9124,ENSMUSG00000104059
Gm37776,ENSMUSG00000104037
Traj43,ENSMUSG00000076887
Tmem245,ENSMUSG00000055296
Gm8614,ENSMUSG00000098007
Trib1,ENSMUSG00000032501
Fam71d,ENSMUSG00000056987
Gm37993,ENSMUSG00000103336
Nlrp3,ENSMUSG00000032691
Gm11917,ENSMUSG00000087316
Rpp40,ENSMUSG00000021418
Gm29426,ENSMUSG00000102031
Adal,ENSMUSG00000027259
Gm37131,ENSMUSG00000103440
1700069B07Rik,ENSMUSG00000053081
Trim30c,ENSMUSG00000078616
Gm37359,ENSMUSG00000103620
Stac2,ENSMUSG00000017400
RP23-41J13.2,ENSMUSG00000105826
Gm4285,ENSMUSG00000085829
Gm9268,ENSMUSG00000091528
Mst1,ENSMUSG00000032591
1700066M21Rik,ENSMUSG00000038323
5730419F03Rik,ENSMUSG00000099364
Gm6113,ENSMUSG00000096907
Hoxa9,ENSMUSG00000038227
3010026O09Rik,ENSMUSG00000020381
Avpr2,ENSMUSG00000031390
Patl2,ENSMUSG00000027233
RP23-135B1.1,ENSMUSG00000107309
Gm13017,ENSMUSG00000086960
Vimp,ENSMUSG00000075701
RP24-296L6.1,ENSMUSG00000105663
AI427809,ENSMUSG00000086712
Gm28651,ENSMUSG00000101086
Gm14744,ENSMUSG00000079522
Gm12615,ENSMUSG00000096483
Sap30bpos,ENSMUSG00000087064
RP23-31L10.4,ENSMUSG00000105453
RP24-186A17.2,ENSMUSG00000106982
Gm11916,ENSMUSG00000086339
Klhl34,ENSMUSG00000047485
Gm37085,ENSMUSG00000102857
Casp6,ENSMUSG00000027997
Gm15345,ENSMUSG00000087597
Gm21088,ENSMUSG00000100092
Gm10240,ENSMUSG00000068397
Dyx1c1,ENSMUSG00000092192
Arhgap27os1,ENSMUSG00000085733
Gm13798,ENSMUSG00000081757
RP23-391P21.5,ENSMUSG00000106971
Gabarap,ENSMUSG00000018567
Gm37320,ENSMUSG00000104324
4930423M02Rik,ENSMUSG00000086066
Gm13797,ENSMUSG00000083846
Gm28932,ENSMUSG00000101445
Acnat2,ENSMUSG00000060317
Ccdc148,ENSMUSG00000036641
Tdp2,ENSMUSG00000035958
Uqcrq,ENSMUSG00000044894
4930583K01Rik,ENSMUSG00000055159
RP23-387L12.2,ENSMUSG00000106897
1810013D15Rik,ENSMUSG00000028177
Gm6446,ENSMUSG00000080915
1700024B18Rik,ENSMUSG00000099994
4930510E17Rik,ENSMUSG00000032048
RP23-2C16.2,ENSMUSG00000107134
Gm28217,ENSMUSG00000100896
Olfr1159-ps1,ENSMUSG00000081345
Arhgap27os2,ENSMUSG00000085360
Sult6b1,ENSMUSG00000038045
Gm8649,ENSMUSG00000097669
Gm29611,ENSMUSG00000100562
Gm26621,ENSMUSG00000096967
Rassf8,ENSMUSG00000030259
RP23-254C8.1,ENSMUSG00000105795
Gm8216,ENSMUSG00000084303
Olfr1160,ENSMUSG00000075141
Gemin7,ENSMUSG00000044709
4931429P17Rik,ENSMUSG00000047324
Olfr650-ps1,ENSMUSG00000081859
Gm38113,ENSMUSG00000102932
Gm12244,ENSMUSG00000084223
RP24-334B8.20,ENSMUSG00000105418
2210015D19Rik,ENSMUSG00000083844
2810001G20Rik,ENSMUSG00000087497
Gm37774,ENSMUSG00000104035
Gm9496,ENSMUSG00000099946
Olfr1161,ENSMUSG00000045150
Pdxk,ENSMUSG00000032788
RP24-491O22.3,ENSMUSG00000107394
Lcn12,ENSMUSG00000026943
Gm15057,ENSMUSG00000083375
Trav13n-3,ENSMUSG00000096038
1110008E08Rik,ENSMUSG00000046119
Slc16a14,ENSMUSG00000026220
Gm35299,ENSMUSG00000103718
Fam98a,ENSMUSG00000002017
Gm9157,ENSMUSG00000081004
Gm20619,ENSMUSG00000093482
Gm16120,ENSMUSG00000087248
Gm13932,ENSMUSG00000083915
Hspe1-ps6,ENSMUSG00000083880
Gm10666,ENSMUSG00000096348
Ppp1r2-ps6,ENSMUSG00000095869
Gm15281,ENSMUSG00000086525
Parl,ENSMUSG00000033918
Gm13195,ENSMUSG00000083065
H2-M5,ENSMUSG00000024459
Gm12746,ENSMUSG00000086940
RP23-367H8.3,ENSMUSG00000107181
Gm6826,ENSMUSG00000083123
Rpl13-ps4,ENSMUSG00000104215
Aimp1,ENSMUSG00000028029
Gm21765,ENSMUSG00000100699
Gm15227,ENSMUSG00000084080
Fam159a,ENSMUSG00000059816
Gm29473,ENSMUSG00000100035
Gm7598,ENSMUSG00000087390
Gm13829,ENSMUSG00000082610
Gm12532,ENSMUSG00000084754
Gm38393,ENSMUSG00000000948
Zcchc16,ENSMUSG00000071679
Gm38234,ENSMUSG00000103296
Olfr73,ENSMUSG00000075140
4930402K13Rik,ENSMUSG00000045797
1700105P06Rik,ENSMUSG00000099923
Vmn2r93,ENSMUSG00000079698
Fbxw20,ENSMUSG00000061701
Fgf14,ENSMUSG00000025551
Mst1r,ENSMUSG00000032584
Gm13747,ENSMUSG00000089884
Mis18a,ENSMUSG00000022978
4933406J08Rik,ENSMUSG00000027229
Gm12245,ENSMUSG00000083657
Gm28790,ENSMUSG00000102087
Zik1,ENSMUSG00000030393
Igkv7-33,ENSMUSG00000076575
Gm19898,ENSMUSG00000093419
2210411M09Rik,ENSMUSG00000085563
Gm13799,ENSMUSG00000087537
RP23-312N12.2,ENSMUSG00000107172
Zbtb10,ENSMUSG00000069114
Ivl,ENSMUSG00000049128
Ism2,ENSMUSG00000050671
Gm20682,ENSMUSG00000093465
Tubb5,ENSMUSG00000001525
RP24-257M14.3,ENSMUSG00000105382
Gm37175,ENSMUSG00000104258
Cdh12,ENSMUSG00000040452
Dph6,ENSMUSG00000057147
Sox3,ENSMUSG00000045179
Gm29272,ENSMUSG00000101428
Gpx7,ENSMUSG00000028597
Cryba2,ENSMUSG00000006546
RP23-180G16.2,ENSMUSG00000105228
Olfr632,ENSMUSG00000073938
Olfr50,ENSMUSG00000094949
Gm14698,ENSMUSG00000071748
Gm29437,ENSMUSG00000101850
Yam1,ENSMUSG00000105361
Mtfr1,ENSMUSG00000027601
Mydgf,ENSMUSG00000019579
4930402C01Rik,ENSMUSG00000104382
Gm13801,ENSMUSG00000082327
Kcna6,ENSMUSG00000038077
Gm12451,ENSMUSG00000082725
Gm12430,ENSMUSG00000081152
Hist1h2bc,ENSMUSG00000018102
Cd81,ENSMUSG00000037706
Gm13436,ENSMUSG00000083716
Gm4861,ENSMUSG00000055138
Gdap1l1,ENSMUSG00000017943
Ccl12,ENSMUSG00000035352
RP23-319E24.1,ENSMUSG00000105616
Gm2367,ENSMUSG00000102162
Cnot8,ENSMUSG00000020515
Clec2j,ENSMUSG00000030363
RP23-93G15.2,ENSMUSG00000105266
Olfr799,ENSMUSG00000094734
Platr16,ENSMUSG00000085101
Srrm4,ENSMUSG00000063919
Gm8213,ENSMUSG00000082474
Agtr2,ENSMUSG00000068122
Lin7c,ENSMUSG00000027162
Nr1d2,ENSMUSG00000021775
Gm12495,ENSMUSG00000083735
Tram2,ENSMUSG00000041779
Olfr3,ENSMUSG00000075384
RP23-374K9.4,ENSMUSG00000108030
Gm16431,ENSMUSG00000083069
Tmem219,ENSMUSG00000060538
Gm13560,ENSMUSG00000082800
Gm11434,ENSMUSG00000081342
Adig,ENSMUSG00000044405
Tlx1os,ENSMUSG00000092346
Hdgf,ENSMUSG00000004897
RP23-64D14.4,ENSMUSG00000108266
Zfp493,ENSMUSG00000090659
RP23-4P1.2,ENSMUSG00000106206
RP23-267G12.1,ENSMUSG00000107982
Mrpl48,ENSMUSG00000030706
Runx1,ENSMUSG00000022952
RP24-294K15.7,ENSMUSG00000106743
Gm11238,ENSMUSG00000095935
Vmn1r125,ENSMUSG00000095309
RP23-76J15.3,ENSMUSG00000106829
Magea7-ps,ENSMUSG00000083333
RP24-358M18.2,ENSMUSG00000107655
Plscr1,ENSMUSG00000032369
Gm14709,ENSMUSG00000082444
Zfp54,ENSMUSG00000023882
Gm15647,ENSMUSG00000090212
Gm5313,ENSMUSG00000097996
Maged1,ENSMUSG00000025151
Gm13619,ENSMUSG00000052865
Mrpl19,ENSMUSG00000030045
Gm16149,ENSMUSG00000082123
Asic3,ENSMUSG00000038276
Gm28575,ENSMUSG00000100124
Gm11918,ENSMUSG00000080911
RP23-76J15.4,ENSMUSG00000106714
Gm9134,ENSMUSG00000104218
Olfr1162,ENSMUSG00000075139
Gm6812,ENSMUSG00000056815
Gm11237,ENSMUSG00000094116
Fgf2os,ENSMUSG00000054779
Gm37845,ENSMUSG00000102612
Gm4535,ENSMUSG00000091083
Rnf114,ENSMUSG00000006418
1700001C02Rik,ENSMUSG00000029182
Gm8684,ENSMUSG00000102637
Gm16148,ENSMUSG00000082605
Gm9136,ENSMUSG00000103198
Golph3l,ENSMUSG00000046519
Gm37224,ENSMUSG00000102537
Gm28574,ENSMUSG00000101956
Rpl23a-ps1,ENSMUSG00000070896
Gm13230,ENSMUSG00000082082
1700008K24Rik,ENSMUSG00000101012
Rpl22-ps1,ENSMUSG00000080877
4930578I07Rik,ENSMUSG00000104220
Gm28945,ENSMUSG00000100820
Alas2,ENSMUSG00000025270
RP23-387L12.3,ENSMUSG00000107257
Gm10463,ENSMUSG00000102759
Ly6g5c,ENSMUSG00000034482
Gm15422,ENSMUSG00000082738
Hexdc,ENSMUSG00000039307
Gm9951,ENSMUSG00000054618
P2rx1,ENSMUSG00000020787
Gm15188,ENSMUSG00000083625
Platr21,ENSMUSG00000086807
Rasal1,ENSMUSG00000029602
Celsr3,ENSMUSG00000023473
Nat8l,ENSMUSG00000048142
Olfr633,ENSMUSG00000073937
Gm14799,ENSMUSG00000082404
Exph5,ENSMUSG00000034584
Mthfsd,ENSMUSG00000031816
Gm15954,ENSMUSG00000089979
1700026F02Rik,ENSMUSG00000101854
Smcp,ENSMUSG00000074435
Ssr3,ENSMUSG00000027828
Gm8652,ENSMUSG00000097900
Mib1,ENSMUSG00000024294
RP24-76K4.8,ENSMUSG00000105306
Chst7,ENSMUSG00000037347
Odf4,ENSMUSG00000032921
Gm2546,ENSMUSG00000098019
Gm27018,ENSMUSG00000097175
Olfr634-ps1,ENSMUSG00000080751
A330093E20Rik,ENSMUSG00000098284
Gm14733,ENSMUSG00000083944
Defb50,ENSMUSG00000058568
Tas2r137,ENSMUSG00000052850
RP24-318J14.1,ENSMUSG00000107308
Rab11b,ENSMUSG00000077450
RP24-298F19.6,ENSMUSG00000106568
Camta1,ENSMUSG00000014592
Gm36970,ENSMUSG00000103061
4930477E14Rik,ENSMUSG00000097539
Gm37558,ENSMUSG00000103094
RP23-7M16.1,ENSMUSG00000104761
Trap1a,ENSMUSG00000051257
Olfr317,ENSMUSG00000060030
Gm16933,ENSMUSG00000086289
Vmn2r118,ENSMUSG00000091504
Gm15189,ENSMUSG00000083127
Gm20903,ENSMUSG00000099782
Rn18s-rs5,ENSMUSG00000106106
RP24-187F3.3,ENSMUSG00000107183
Pigb,ENSMUSG00000079469
Vmn1r167,ENSMUSG00000090715
Higd2a,ENSMUSG00000025868
Gm6621,ENSMUSG00000102447
Tlk1,ENSMUSG00000041997
Zfp936,ENSMUSG00000064194
Eif3i,ENSMUSG00000028798
Msantd3,ENSMUSG00000039693
Mrps33,ENSMUSG00000029918
Ckb-ps2,ENSMUSG00000106327
Vwc2,ENSMUSG00000050830
Mrps18c,ENSMUSG00000016833
RP23-402K14.12,ENSMUSG00000108129
Foxf1,ENSMUSG00000042812
Gm5334,ENSMUSG00000094854
Avil,ENSMUSG00000025432
RP23-258C6.2,ENSMUSG00000107198
Gm12249,ENSMUSG00000086666
Nif3l1,ENSMUSG00000026036
Rbm8a,ENSMUSG00000038374
Serpinb3a,ENSMUSG00000044594
Gm15002,ENSMUSG00000081869
Slco1a1,ENSMUSG00000041698
Asb4,ENSMUSG00000042607
Gm6447,ENSMUSG00000083908
Dgcr6,ENSMUSG00000003531
Krba1,ENSMUSG00000042810
Kpna4,ENSMUSG00000027782
Dcp2,ENSMUSG00000024472
Gm12756,ENSMUSG00000087127
Gm6680,ENSMUSG00000103817
Cyp4a32,ENSMUSG00000063929
Sv2a,ENSMUSG00000038486
Gm5190,ENSMUSG00000102832
RP23-430N1.1,ENSMUSG00000107408
Gm9385,ENSMUSG00000080848
Gm13305,ENSMUSG00000073876
Spc25,ENSMUSG00000005233
Gm16142,ENSMUSG00000087469
4931417E11Rik,ENSMUSG00000056197
Ak4,ENSMUSG00000028527
Btg1-ps2,ENSMUSG00000098348
Lrch3,ENSMUSG00000022801
Gm9761,ENSMUSG00000034437
RP23-399J17.1,ENSMUSG00000104782
RP24-142B15.3,ENSMUSG00000106319
Gm15442,ENSMUSG00000084370
Gm9816,ENSMUSG00000085783
Gm7209,ENSMUSG00000084014
Gm11236,ENSMUSG00000096700
Tmem47,ENSMUSG00000025666
Gm13012,ENSMUSG00000085823
Klhl15,ENSMUSG00000043929
BC051077,ENSMUSG00000097163
Msh4,ENSMUSG00000005493
Rbm12b2,ENSMUSG00000052137
A930006K02Rik,ENSMUSG00000084866
Rps12-ps9,ENSMUSG00000069862
Gm15392,ENSMUSG00000085857
Atp1b2,ENSMUSG00000041329
Zfp746,ENSMUSG00000057691
Zxdc,ENSMUSG00000034430
Gm13464,ENSMUSG00000080994
Gm28056,ENSMUSG00000101696
Gm26654,ENSMUSG00000097299
RP24-354P12.3,ENSMUSG00000105341
Gm8869,ENSMUSG00000104265
RP23-460M18.1,ENSMUSG00000108091
Coq10b,ENSMUSG00000025981
RP23-246L14.2,ENSMUSG00000105466
Smim6,ENSMUSG00000075420
Tmem63a,ENSMUSG00000026519
Gm28304,ENSMUSG00000101239
Tnnc2,ENSMUSG00000017300
Casc1,ENSMUSG00000043541
RP24-296L6.2,ENSMUSG00000106010
Gm29361,ENSMUSG00000099708
Ostc,ENSMUSG00000041084
Hrasls,ENSMUSG00000022525
Gm14050,ENSMUSG00000082670
Thap7,ENSMUSG00000022760
Gm26673,ENSMUSG00000097596
Gm20634,ENSMUSG00000070392
Ubqln4,ENSMUSG00000008604
Gm14058,ENSMUSG00000079966
U2af1l4,ENSMUSG00000078765
RP24-200A9.2,ENSMUSG00000107543
Amdhd1,ENSMUSG00000015890
Olfr349-ps1,ENSMUSG00000084078
Rps12-ps10,ENSMUSG00000070692
1700116B05Rik,ENSMUSG00000092276
Gm7180,ENSMUSG00000083774
Rnf8,ENSMUSG00000090083
Camk2n2,ENSMUSG00000051146
Nisch,ENSMUSG00000021910
Gm17076,ENSMUSG00000090449
Gm28824,ENSMUSG00000100971
Aanat,ENSMUSG00000020804
Tas2r108,ENSMUSG00000037140
Bbs5,ENSMUSG00000063145
2900018N21Rik,ENSMUSG00000104244
Gm5868,ENSMUSG00000060204
Hist2h2aa1,ENSMUSG00000064220
Gm18403,ENSMUSG00000103913
Gm16140,ENSMUSG00000084085
Inpp5j,ENSMUSG00000034570
Cib2,ENSMUSG00000037493
Styxl1,ENSMUSG00000019178
RP24-201P24.1,ENSMUSG00000106126
Sord,ENSMUSG00000027227
Ly6g5b,ENSMUSG00000043807
Arhgef4,ENSMUSG00000037509
Gm6767,ENSMUSG00000081453
Slc25a10,ENSMUSG00000025792
Gm28081,ENSMUSG00000099555
RP23-146B9.1,ENSMUSG00000106813
Gm11709,ENSMUSG00000089753
Dhx33,ENSMUSG00000040620
Klrg1,ENSMUSG00000030114
Lrrc4c,ENSMUSG00000050587
Gm13573,ENSMUSG00000080198
Ldha-ps2,ENSMUSG00000083836
RP23-21F2.5,ENSMUSG00000108090
Sox30,ENSMUSG00000040489
Nckap5l,ENSMUSG00000023009
Gm13223,ENSMUSG00000083081
Vmn1r126,ENSMUSG00000096813
Gm13204,ENSMUSG00000082860
1700074H08Rik,ENSMUSG00000099872
Gm29001,ENSMUSG00000102077
Gm14208,ENSMUSG00000082369
AB124611,ENSMUSG00000057191
Gm37768,ENSMUSG00000103649
Gm29002,ENSMUSG00000099852
Cd302,ENSMUSG00000060703
Rpl3,ENSMUSG00000060036
Smarca5-ps,ENSMUSG00000052912
Vmn2r-ps2,ENSMUSG00000081144
Tas2r139,ENSMUSG00000047102
9530026P05Rik,ENSMUSG00000097462
Gm13506,ENSMUSG00000083401
Naip5,ENSMUSG00000071203
RP23-338O19.2,ENSMUSG00000107639
Slc7a10,ENSMUSG00000030495
Ppp2r3d,ENSMUSG00000093803
Bhlha9,ENSMUSG00000044243
RP24-530N5.5,ENSMUSG00000107992
RP23-338O19.1,ENSMUSG00000107441
Gm13454,ENSMUSG00000081839
Gm15737,ENSMUSG00000079462
Sohlh2,ENSMUSG00000027794
Acbd3,ENSMUSG00000026499
Ube3a,ENSMUSG00000025326
Zdhhc7,ENSMUSG00000031823
RP24-68J1.1,ENSMUSG00000108286
RP23-267P6.1,ENSMUSG00000106113
Gm11986,ENSMUSG00000087637
Gm29470,ENSMUSG00000101072
Grp,ENSMUSG00000024517
Sh2d7,ENSMUSG00000046460
2610042L04Rik,ENSMUSG00000079388
RP24-439P5.1,ENSMUSG00000107034
Gm28080,ENSMUSG00000101369
Gm37036,ENSMUSG00000102565
Gm37048,ENSMUSG00000103101
Tns3,ENSMUSG00000020422
Ccdc93,ENSMUSG00000026339
Tatdn3,ENSMUSG00000026632
Car11,ENSMUSG00000003273
Ube2c,ENSMUSG00000001403
RP24-133H21.1,ENSMUSG00000105702
Atp5o,ENSMUSG00000022956
RP23-317I8.3,ENSMUSG00000105384
Nckap5los,ENSMUSG00000089968
Gm17086,ENSMUSG00000092045
Gm13521,ENSMUSG00000081158
Eif2ak2,ENSMUSG00000024079
Clca4c-ps,ENSMUSG00000074196
Gm16470,ENSMUSG00000098091
Gm1123,ENSMUSG00000044860
Dmkn,ENSMUSG00000060962
RP23-229N21.1,ENSMUSG00000107646
Gm4912,ENSMUSG00000083701
Mfsd4,ENSMUSG00000059149
Gm13617,ENSMUSG00000085160
Olfr800,ENSMUSG00000108114
Tmem67,ENSMUSG00000049488
Nhlrc3,ENSMUSG00000042997
Urad,ENSMUSG00000075543
Myh4,ENSMUSG00000057003
Gm18802,ENSMUSG00000099490
Hspg2,ENSMUSG00000028763
Adamts9,ENSMUSG00000030022
RP23-317I8.2,ENSMUSG00000105551
Mpp3,ENSMUSG00000052373
Gm15488,ENSMUSG00000084217
Chst9,ENSMUSG00000047161
Cldn11,ENSMUSG00000037625
Gm2272,ENSMUSG00000103433
Rhox10,ENSMUSG00000053909
Myo9a,ENSMUSG00000039585
Tfpi2,ENSMUSG00000029664
Gcfc2,ENSMUSG00000035125
4930412C18Rik,ENSMUSG00000085558
Plekhg1,ENSMUSG00000040624
Hdac4,ENSMUSG00000026313
Gm12823,ENSMUSG00000085878
Kcnq5,ENSMUSG00000028033
Gm19498,ENSMUSG00000100602
Clec2h,ENSMUSG00000030364
Gm3719,ENSMUSG00000091980
Gm10399,ENSMUSG00000072688
Gm29263,ENSMUSG00000099396
Csrnp3,ENSMUSG00000044647
Pirb,ENSMUSG00000058818
Gm11229,ENSMUSG00000082017
RP24-142B15.4,ENSMUSG00000104698
Tekt1,ENSMUSG00000020799
Gm28573,ENSMUSG00000101351
Tas2r144,ENSMUSG00000051917
Bcas2,ENSMUSG00000005687
Gm12174,ENSMUSG00000080776
Gm29582,ENSMUSG00000100467
Trim43b,ENSMUSG00000079162
Gm38342,ENSMUSG00000102457
Crisp3,ENSMUSG00000025433
Gm11384,ENSMUSG00000083653
Cer1,ENSMUSG00000038192
Olfr1163,ENSMUSG00000075137
RP24-510G5.6,ENSMUSG00000106939
Dio3,ENSMUSG00000075707
Olfr801,ENSMUSG00000058513
Olfr1164,ENSMUSG00000075136
Cul2,ENSMUSG00000024231
Gm3852,ENSMUSG00000090682
Mup21,ENSMUSG00000066153
Emc10,ENSMUSG00000008140
RP24-291G12.3,ENSMUSG00000105604
Gm37266,ENSMUSG00000102600
Ccdc144b,ENSMUSG00000047696
RP24-174D10.3,ENSMUSG00000105644
Rnf215,ENSMUSG00000003581
Olfr869,ENSMUSG00000058491
Usp50,ENSMUSG00000027364
Tpd52,ENSMUSG00000027506
AK157302,ENSMUSG00000078139
Denr,ENSMUSG00000023106
Tusc5,ENSMUSG00000046275
Gm15975,ENSMUSG00000083902
RP23-317I8.1,ENSMUSG00000105186
Gm14314,ENSMUSG00000082215
RP24-315D19.3,ENSMUSG00000108298
Ube2w,ENSMUSG00000025939
Vsig10,ENSMUSG00000066894
Gm14292,ENSMUSG00000061897
