gene,gene_name
706,ETS1
707,BMP5
708,MBD3
709,CASP2
710,ALK
711,GCM1
712,H3F3A
713,ATP6V0D1
714,CHD8
715,PHF8
716,DLC1
717,SPTBN2
718,GHRH
719,UCHL5
720,DDIT4
721,KDM2B
722,NME5
723,BPTF
724,ZNF148
725,WNT3A
726,BAG6
727,CDK6
728,ENG
729,SMO
730,DKK1
731,G6PD
732,TSC1
733,NEUROD1
734,AXL
735,S1PR1
736,CDK5RAP3
737,LPAR1
738,TH
739,ABCB4
740,EED
741,HPCA
742,ACTL6A
743,SOX12
744,ATP5F1
745,H2AFX
746,H2AFY2
747,KCNC2
748,YWHAQ
749,SSTR4
750,SLC38A3
751,ZIC1
752,STMN1
753,WRN
754,HELT
755,QARS
756,OTX2
757,ARNT2
758,BAG3
759,LHX2
760,FOXO3
761,WNT5A
762,RPL24
763,EZH2
764,FZD4
765,NR2F2
766,STK4
767,ID1
768,DRD2
769,SPHK1
770,BRCA2
771,FRS2
772,CST3
773,STK3
774,S100A8
775,SOX6
776,ABAT
777,MAPT
778,RELN
779,XRCC5
780,FOXC1
781,ACVR1B
782,NRG1
783,FGFR1
784,STAR
785,NCOA1
786,CSK
787,ARID1A
788,CYFIP1
789,BMPR1B
790,NOTCH1
791,HSPA5
792,GSK3B
793,BMP7
794,PKD1
795,DYNLL1
796,MNAT1
797,CSNK2A2
798,BOK
799,BNIP3
800,XRCC6
801,GHRHR
802,EFNA5
803,SOX9
804,ADCYAP1
805,YWHAE
806,KDM1A
807,PITX2
808,LEP
809,RARA
810,ERBB2
811,SRF
812,HDAC2
813,CRH
814,LIF
815,KIF5B
816,HTRA2
817,HNRNPD
818,GSN
819,BMPR2
820,PTPN11
821,CASP3
822,NTRK3
823,BAK1
824,FGF9
825,KRAS
826,PSEN1
827,MED1
828,ROR2
829,PAK1
830,MECP2
831,TP73
832,BBS4
833,PRKDC
834,BCL2L11
835,CITED1
836,PLCB1
837,PPARG
838,PAX2
839,SMAD1
840,DRD3
841,FYN
842,F2
843,AKT1
844,BMP2
845,PDX1
846,PAX8
847,MSX1
848,HNF1B
849,AGER
850,CREB1
851,UBB
852,AQP1
853,AGTR2
854,STAT3
855,APP
856,BMP4
857,ATP2B4
858,MEN1
859,FGF10
860,SFRP2
861,EGF
862,SFRP1
863,DAB2IP
864,IRS2
865,GSTP1
866,TGFBR2
867,SCRIB
868,RHOA
869,CDC42
870,MAPK1
871,MEF2C
872,MT3
873,CFL1
874,WNT4
875,NODAL
876,MAPK3
877,KAT2A
878,ATRX
879,ADORA2A
880,PKD2
881,E2F1
882,BID
883,ARRB2
884,NR4A3
885,RBPJ
886,TLR4
887,MTOR
888,ATM
889,HIF1A
890,BCL2
891,PPARGC1A
892,LYN
893,TGFB1
894,BAD
895,ABL1
896,PRKN
897,EGFR
898,TAF1
899,BAX
900,SRC
901,LRRK2
